Var of /data_set/feature/v,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Row Labels,Beat Histogram Bin Labels Overall Average,Beat Histogram Bin Labels Overall Standard Deviation,Beat Histogram Overall Average,Beat Histogram Overall Standard Deviation,Beat Sum Overall Average,Beat Sum Overall Standard Deviation,Compactness Overall Average,Compactness Overall Standard Deviation,ConstantQ Overall Average,ConstantQ Overall Standard Deviation,Derivative of Beat Sum Overall Average,Derivative of Beat Sum Overall Standard Deviation,Derivative of Compactness Overall Average,Derivative of Compactness Overall Standard Deviation,Derivative of Fraction Of Low Energy Windows Overall Average,Derivative of Fraction Of Low Energy Windows Overall Standard Deviation,Derivative of LPC Overall Average,Derivative of LPC Overall Standard Deviation,Derivative of MFCC Overall Average,Derivative of MFCC Overall Standard Deviation,Derivative of Root Mean Square Overall Average,Derivative of Root Mean Square Overall Standard Deviation,Derivative of Running Mean of Beat Sum Overall Average,Derivative of Running Mean of Beat Sum Overall Standard Deviation,Derivative of Running Mean of Compactness Overall Average,Derivative of Running Mean of Compactness Overall Standard Deviation,Derivative of Running Mean of Fraction Of Low Energy Windows Overall Average,Derivative of Running Mean of Fraction Of Low Energy Windows Overall Standard Deviation,Derivative of Running Mean of LPC Overall Average,Derivative of Running Mean of LPC Overall Standard Deviation,Derivative of Running Mean of MFCC Overall Average,Derivative of Running Mean of MFCC Overall Standard Deviation,Derivative of Running Mean of Root Mean Square Overall Average,Derivative of Running Mean of Root Mean Square Overall Standard Deviation,Derivative of Running Mean of Spectral Centroid Overall Average,Derivative of Running Mean of Spectral Centroid Overall Standard Deviation,Derivative of Running Mean of Spectral Flux Overall Average,Derivative of Running Mean of Spectral Flux Overall Standard Deviation,Derivative of Running Mean of Spectral Rolloff Point Overall Average,Derivative of Running Mean of Spectral Rolloff Point Overall Standard Deviation,Derivative of Running Mean of Spectral Variability Overall Average,Derivative of Running Mean of Spectral Variability Overall Standard Deviation,Derivative of Running Mean of Strength Of Strongest Beat Overall Average,Derivative of Running Mean of Strength Of Strongest Beat Overall Standard Deviation,Derivative of Running Mean of Strongest Beat Overall Average,Derivative of Running Mean of Strongest Beat Overall Standard Deviation,Derivative of Running Mean of Strongest Frequency Via FFT Maximum Overall Average,Derivative of Running Mean of Strongest Frequency Via FFT Maximum Overall Standard Deviation,Derivative of Running Mean of Strongest Frequency Via Spectral Centroid Overall Average,Derivative of Running Mean of Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Derivative of Running Mean of Strongest Frequency Via Zero Crossings Overall Average,Derivative of Running Mean of Strongest Frequency Via Zero Crossings Overall Standard Deviation,Derivative of Running Mean of Zero Crossings Overall Average,Derivative of Running Mean of Zero Crossings Overall Standard Deviation,Derivative of Spectral Centroid Overall Average,Derivative of Spectral Centroid Overall Standard Deviation,Derivative of Spectral Flux Overall Average,Derivative of Spectral Flux Overall Standard Deviation,Derivative of Spectral Rolloff Point Overall Average,Derivative of Spectral Rolloff Point Overall Standard Deviation,Derivative of Spectral Variability Overall Average,Derivative of Spectral Variability Overall Standard Deviation,Derivative of Standard Deviation of Beat Sum Overall Average,Derivative of Standard Deviation of Beat Sum Overall Standard Deviation,Derivative of Standard Deviation of Compactness Overall Average,Derivative of Standard Deviation of Compactness Overall Standard Deviation,Derivative of Standard Deviation of Fraction Of Low Energy Windows Overall Average,Derivative of Standard Deviation of Fraction Of Low Energy Windows Overall Standard Deviation,Derivative of Standard Deviation of LPC Overall Average,Derivative of Standard Deviation of LPC Overall Standard Deviation,Derivative of Standard Deviation of MFCC Overall Average,Derivative of Standard Deviation of MFCC Overall Standard Deviation,Derivative of Standard Deviation of Root Mean Square Overall Average,Derivative of Standard Deviation of Root Mean Square Overall Standard Deviation,Derivative of Standard Deviation of Spectral Centroid Overall Average,Derivative of Standard Deviation of Spectral Centroid Overall Standard Deviation,Derivative of Standard Deviation of Spectral Flux Overall Average,Derivative of Standard Deviation of Spectral Flux Overall Standard Deviation,Derivative of Standard Deviation of Spectral Rolloff Point Overall Average,Derivative of Standard Deviation of Spectral Rolloff Point Overall Standard Deviation,Derivative of Standard Deviation of Spectral Variability Overall Average,Derivative of Standard Deviation of Spectral Variability Overall Standard Deviation,Derivative of Standard Deviation of Strength Of Strongest Beat Overall Average,Derivative of Standard Deviation of Strength Of Strongest Beat Overall Standard Deviation,Derivative of Standard Deviation of Strongest Beat Overall Average,Derivative of Standard Deviation of Strongest Beat Overall Standard Deviation,Derivative of Standard Deviation of Strongest Frequency Via FFT Maximum Overall Average,Derivative of Standard Deviation of Strongest Frequency Via FFT Maximum Overall Standard Deviation,Derivative of Standard Deviation of Strongest Frequency Via Spectral Centroid Overall Average,Derivative of Standard Deviation of Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Derivative of Standard Deviation of Strongest Frequency Via Zero Crossings Overall Average,Derivative of Standard Deviation of Strongest Frequency Via Zero Crossings Overall Standard Deviation,Derivative of Standard Deviation of Zero Crossings Overall Average,Derivative of Standard Deviation of Zero Crossings Overall Standard Deviation,Derivative of Strength Of Strongest Beat Overall Average,Derivative of Strength Of Strongest Beat Overall Standard Deviation,Derivative of Strongest Beat Overall Average,Derivative of Strongest Beat Overall Standard Deviation,Derivative of Strongest Frequency Via FFT Maximum Overall Average,Derivative of Strongest Frequency Via FFT Maximum Overall Standard Deviation,Derivative of Strongest Frequency Via Spectral Centroid Overall Average,Derivative of Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Derivative of Strongest Frequency Via Zero Crossings Overall Average,Derivative of Strongest Frequency Via Zero Crossings Overall Standard Deviation,Derivative of Zero Crossings Overall Average,Derivative of Zero Crossings Overall Standard Deviation,FFT Bin Frequency Labels Overall Average,FFT Bin Frequency Labels Overall Standard Deviation,Fraction Of Low Energy Windows Overall Average,Fraction Of Low Energy Windows Overall Standard Deviation,LPC Overall Average,LPC Overall Standard Deviation,Magnitude Spectrum Overall Average,Magnitude Spectrum Overall Standard Deviation,MFCC Overall Average,MFCC Overall Standard Deviation,Power Spectrum Overall Average,Power Spectrum Overall Standard Deviation,Root Mean Square Overall Average,Root Mean Square Overall Standard Deviation,Running Mean of Beat Sum Overall Average,Running Mean of Beat Sum Overall Standard Deviation,Running Mean of Compactness Overall Average,Running Mean of Compactness Overall Standard Deviation,Running Mean of Fraction Of Low Energy Windows Overall Average,Running Mean of Fraction Of Low Energy Windows Overall Standard Deviation,Running Mean of LPC Overall Average,Running Mean of LPC Overall Standard Deviation,Running Mean of MFCC Overall Average,Running Mean of MFCC Overall Standard Deviation,Running Mean of Root Mean Square Overall Average,Running Mean of Root Mean Square Overall Standard Deviation,Running Mean of Spectral Centroid Overall Average,Running Mean of Spectral Centroid Overall Standard Deviation,Running Mean of Spectral Flux Overall Average,Running Mean of Spectral Flux Overall Standard Deviation,Running Mean of Spectral Rolloff Point Overall Average,Running Mean of Spectral Rolloff Point Overall Standard Deviation,Running Mean of Spectral Variability Overall Average,Running Mean of Spectral Variability Overall Standard Deviation,Running Mean of Strength Of Strongest Beat Overall Average,Running Mean of Strength Of Strongest Beat Overall Standard Deviation,Running Mean of Strongest Beat Overall Average,Running Mean of Strongest Beat Overall Standard Deviation,Running Mean of Strongest Frequency Via FFT Maximum Overall Average,Running Mean of Strongest Frequency Via FFT Maximum Overall Standard Deviation,Running Mean of Strongest Frequency Via Spectral Centroid Overall Average,Running Mean of Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Running Mean of Strongest Frequency Via Zero Crossings Overall Average,Running Mean of Strongest Frequency Via Zero Crossings Overall Standard Deviation,Running Mean of Zero Crossings Overall Average,Running Mean of Zero Crossings Overall Standard Deviation,Spectral Centroid Overall Average,Spectral Centroid Overall Standard Deviation,Spectral Flux Overall Average,Spectral Flux Overall Standard Deviation,Spectral Rolloff Point Overall Average,Spectral Rolloff Point Overall Standard Deviation,Spectral Variability Overall Average,Spectral Variability Overall Standard Deviation,Standard Deviation of Beat Sum Overall Average,Standard Deviation of Beat Sum Overall Standard Deviation,Standard Deviation of Compactness Overall Average,Standard Deviation of Compactness Overall Standard Deviation,Standard Deviation of Fraction Of Low Energy Windows Overall Average,Standard Deviation of Fraction Of Low Energy Windows Overall Standard Deviation,Standard Deviation of LPC Overall Average,Standard Deviation of LPC Overall Standard Deviation,Standard Deviation of MFCC Overall Average,Standard Deviation of MFCC Overall Standard Deviation,Standard Deviation of Root Mean Square Overall Average,Standard Deviation of Root Mean Square Overall Standard Deviation,Standard Deviation of Spectral Centroid Overall Average,Standard Deviation of Spectral Centroid Overall Standard Deviation,Standard Deviation of Spectral Flux Overall Average,Standard Deviation of Spectral Flux Overall Standard Deviation,Standard Deviation of Spectral Rolloff Point Overall Average,Standard Deviation of Spectral Rolloff Point Overall Standard Deviation,Standard Deviation of Spectral Variability Overall Average,Standard Deviation of Spectral Variability Overall Standard Deviation,Standard Deviation of Strength Of Strongest Beat Overall Average,Standard Deviation of Strength Of Strongest Beat Overall Standard Deviation,Standard Deviation of Strongest Beat Overall Average,Standard Deviation of Strongest Beat Overall Standard Deviation,Standard Deviation of Strongest Frequency Via FFT Maximum Overall Average,Standard Deviation of Strongest Frequency Via FFT Maximum Overall Standard Deviation,Standard Deviation of Strongest Frequency Via Spectral Centroid Overall Average,Standard Deviation of Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Standard Deviation of Strongest Frequency Via Zero Crossings Overall Average,Standard Deviation of Strongest Frequency Via Zero Crossings Overall Standard Deviation,Standard Deviation of Zero Crossings Overall Average,Standard Deviation of Zero Crossings Overall Standard Deviation,Strength Of Strongest Beat Overall Average,Strength Of Strongest Beat Overall Standard Deviation,Strongest Beat Overall Average,Strongest Beat Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Average,Strongest Frequency Via FFT Maximum Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Zero Crossings Overall Average,Zero Crossings Overall Standard Deviation,Grand Total
D:\Baya\Thesis\Data\data\BRAVERY001E.wav,1713.532086,7.402E-26,0.001527807,7.20774E-06,0,0,0,0,1.30793E-11,1.23921E-06,0,0,0,0,0,0,5.06802E-07,0.008039997,7.49064E-05,5.651201692,0,0,0,0,0,0,0,0,2.59206E-08,3.68711E-06,2.06309E-05,0.001536596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28787E-06,0.000353563,0.002063522,0.368086857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.050467148,0.017811349,1.7491E-07,2.55476E-07,1963.622447,13.31412226,3.43958E-06,2.99088E-05,0,0,0,0,0,0,0,0,0.050766835,0.002178117,1960.266675,1.984626294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.107037554,0.273018685,493317.4685,467.6091068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014724.599
D:\Baya\Thesis\Data\data\BRAVERY001F.wav,1713.532086,1.94042E-26,0.003303958,0.00079552,0,0,0,0,5.0005E-09,2.97025E-06,0,0,0,0,0,0,2.60847E-07,0.004520231,0.019985289,10.71756109,0,0,0,0,0,0,0,0,4.26709E-08,1.67877E-06,4.61549E-05,0.002473682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48126E-06,0.000220394,0.006455463,0.89138251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.084413171,0.007969939,5.49684E-07,7.15141E-07,1807.951657,16.1862049,3.93641E-05,0.000314575,0,0,0,0,0,0,0,0,0.0868525,0.00069265,1827.140316,1.529576307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0328795,0.064219283,717599.009,625.487068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879955.763
D:\Baya\Thesis\Data\data\BRAVERY001G.wav,1713.532086,2.24426E-27,0.008350587,0.000312354,0,0,0,0,7.22721E-10,1.03958E-05,0,0,0,0,0,0,1.16227E-06,0.005055483,0.002748617,2.903025577,0,0,0,0,0,0,0,0,4.22808E-07,1.63279E-06,0.000361912,0.002397306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08252E-05,0.000200758,0.081607756,0.761658009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.063685006,0.009505633,6.58343E-07,4.22795E-06,1666.320291,11.87335377,0.000657107,0.033637292,0,0,0,0,0,0,0,0,0.060452019,0.002192566,1725.41813,1.332772257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.260789571,0.1277709,531751.6383,139.2709157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064231.685
D:\Baya\Thesis\Data\data\BRAVERY002E.wav,1713.532086,1.24277E-26,0.000828561,0.000128425,0,0,0,0,2.66106E-09,2.04885E-06,0,0,0,0,0,0,5.82283E-07,0.003362475,0.000178433,2.188511103,0,0,0,0,0,0,0,0,1.05585E-07,1.63647E-06,0.000109901,0.001875121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55608E-06,6.89747E-05,0.018360636,0.319787326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.103657729,0.009218084,3.0267E-07,4.84029E-07,2015.075149,9.75012691,9.95186E-06,8.89485E-05,0,0,0,0,0,0,0,0,0.103368587,0.000837605,2072.153348,1.50775858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7431007,0.023038119,364868.0764,275.6417558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807034.547
D:\Baya\Thesis\Data\data\BRAVERY002F.wav,1713.532086,3.49523E-26,0.013832457,0.000138084,0,0,0,0,2.68135E-10,4.76835E-06,0,0,0,0,0,0,3.73013E-07,0.00221457,0.009084186,4.904665308,0,0,0,0,0,0,0,0,6.97076E-08,1.87509E-06,4.82378E-05,0.000802478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39553E-06,0.00024265,0.016397709,0.179871093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.101407954,0.009767203,1.11652E-06,7.36375E-07,1588.921795,6.814478244,6.87989E-05,0.000319722,0,0,0,0,0,0,0,0,0.10250598,0.002594285,1584.706026,1.134137588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.44688033,0.14813629,603773.7994,234.2689333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1837645.509
D:\Baya\Thesis\Data\data\BRAVERY002G.wav,0,0,0,0,0,0,0,0,4.95593E-09,2.81387E-06,0,0,0,0,0,0,1.47962E-06,0.006768529,0.004827878,1.600418397,0,0,0,0,0,0,0,0,4.23734E-07,1.57967E-06,0.000153359,0.002124331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00549E-05,0.000170751,0.020239081,0.429627335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.082804919,0.014096333,3.97116E-07,5.69769E-07,1326.224588,8.042111103,6.51256E-06,6.33383E-05,0,0,0,0,0,0,0,0,0.079515006,0.000420526,1363.483342,0.208138749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.289658861,0.043751429,285694.4057,41.16701457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2432439.491
D:\Baya\Thesis\Data\data\BRAVERY003E.wav,1713.532086,9.19725E-26,0.000889835,1.63765E-05,0,0,0,0,5.35364E-10,1.42944E-06,0,0,0,0,0,0,4.90141E-07,0.006338129,0.005303392,6.309630692,0,0,0,0,0,0,0,0,1.94932E-08,4.12955E-06,2.10619E-05,0.002024883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88775E-06,0.000633923,0.006948456,0.715437163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.059772091,0.020822198,2.24805E-07,3.21989E-07,1925.913933,11.1970431,5.99596E-06,3.54368E-05,0,0,0,0,0,0,0,0,0.056884962,0.005393869,1906.7063,0.868641421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9664997,0.588524587,781363.7859,261.2421583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027393.827
D:\Baya\Thesis\Data\data\BRAVERY003F.wav,1713.532086,1.94042E-26,0.0006523,1.37598E-05,0,0,0,0,8.0124E-12,1.0534E-06,0,0,0,0,0,0,3.39805E-07,0.003904583,0.021544472,6.918347526,0,0,0,0,0,0,0,0,3.49826E-08,2.02759E-06,3.69698E-05,0.001254505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24251E-06,0.000299509,0.007177702,0.217262231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.103021196,0.010905691,1.63159E-07,3.13931E-07,1777.478754,10.23132924,3.31267E-06,4.58984E-05,0,0,0,0,0,0,0,0,0.105618574,0.000464033,1756.595575,0.140138289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61275081,0.064414371,310250.2187,26.13236095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1836926.075
D:\Baya\Thesis\Data\data\BRAVERY003G.wav,1713.532086,8.84666E-28,0.019794744,0.000184114,0,0,0,0,9.41139E-12,5.14818E-06,0,0,0,0,0,0,1.88394E-06,0.010448985,0.001495768,4.536188436,0,0,0,0,0,0,0,0,4.06965E-07,4.54761E-06,0.000171883,0.002068409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4228E-05,0.000268154,0.028424966,0.336192278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.068755832,0.023368656,1.10736E-06,1.01131E-06,1743.401478,9.731456526,0.000104938,0.000377452,0,0,0,0,0,0,0,0,0.072205609,0.000875898,1760.940467,0.206467451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.123210253,0.043451699,304362.569,32.69692514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841378.604
D:\Baya\Thesis\Data\data\BRAVERY004E.wav,1713.532086,4.37338E-26,0.002505802,7.04693E-05,0,0,0,0,9.8092E-11,3.29843E-06,0,0,0,0,0,0,6.68491E-07,0.00796535,0.000432722,7.819981256,0,0,0,0,0,0,0,0,1.24561E-07,3.87903E-06,2.28363E-05,0.007451385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79382E-06,0.000499859,0.004899727,1.894034242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354149.056,0,0,0,0.046268539,0.022024293,3.7717E-07,7.86498E-07,2106.492135,41.21759886,3.06577E-05,0.000237695,0,0,0,0,0,0,0,0,0.047448818,0.003007736,2031.008113,3.983213077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9830711,0.420180859,500518.5733,892.1618672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066233.254
